1	0	0	3142	16002	14352
1	0	1	1666	0	1224
1	0	2	1835	16110	15277
1	0	3	6508	15471	13445
1	0	4	5000	14233	13449
1	0	5	661	0	3904
1	0	6	3685	15953	14349
1	0	7	1554	14507	14203
1	0	8	8590	0	1316
1	0	9	2309	15546	14108
1	0	10	7137	15932	11434
1	0	11	5805	15340	14897
1	0	12	6853	17213	15045
1	0	13	2824	0	988
1	0	14	1116	15919	14681
1	0	15	4422	0	1783
1	0	16	4551	14249	14096
1	0	17	6114	14490	13840
1	0	18	2978	0	128
1	0	19	4783	0	500
1	0	20	2795	0	1175
1	0	21	5477	0	1929
1	0	22	7927	0	1716
1	0	23	430	16669	15123
1	0	24	1663	16881	13791
1	0	25	7191	0	985
1	0	26	6708	0	878
1	0	27	4842	0	1698
1	0	28	3784	15186	12506
1	0	29	8224	0	536
1	0	30	5779	0	2745
1	0	31	1396	0	2876
1	0	32	4993	0	1223
1	0	33	2249	0	372
1	0	34	4315	13506	13138
1	0	35	1425	13202	13034
1	0	36	7453	14675	12834
1	0	37	4879	0	1812
1	0	38	3158	17371	13200
1	0	39	7210	0	1740
1	0	40	5029	15874	13990
1	0	41	1466	0	1723
1	0	42	6054	15647	13163
1	0	43	7055	0	3291
1	0	44	5211	14970	13698
1	0	45	7610	16591	15795
1	0	46	6583	16952	13345
1	0	47	2033	0	1123
1	0	48	2274	0	251
1	0	49	5998	14709	14255
1	0	50	6662	0	749
1	0	51	8055	0	4149
1	0	52	3212	16460	14398
1	0	53	7916	16240	13854
1	0	54	4760	15972	14379
1	0	55	7200	14850	13481
1	0	56	6401	15476	13807
1	0	57	1003	0	519
1	0	58	5743	14529	13446
1	0	59	3708	13683	13633
1	0	60	4063	0	3307
1	0	61	6325	0	652
1	0	62	5668	13667	12761
1	0	63	152	15717	12916
1	0	64	4197	14720	14526
1	0	65	2254	14764	14322
1	0	66	3382	16351	14610
1	0	67	4530	15269	13893
1	0	68	8347	0	4007
1	0	69	7834	13883	13571
1	0	70	7727	0	1784
1	0	71	2858	0	2213
1	0	72	4523	0	1259
1	0	73	761	0	1499
1	0	74	4324	15363	13959
1	0	75	4835	15481	14465
1	0	76	5745	14499	13326
1	0	77	7588	0	2524
1	0	78	2085	0	427
1	0	79	1382	16634	14729
1	0	80	4583	0	675
1	0	81	407	0	1206
1	0	82	6580	16714	15641
1	0	83	425	17122	16303
1	0	84	6446	16325	15052
1	0	85	6091	15506	12786
1	0	86	5969	0	765
1	0	87	4151	14595	13923
1	0	88	8436	14697	13797
1	0	89	6046	0	1057
1	0	90	5934	0	3349
1	0	91	7173	0	3206
1	0	92	8063	15396	12563
1	0	93	1049	0	1525
1	0	94	7944	0	2175
1	0	95	5577	18608	15012
1	0	96	6322	16063	15774
1	0	97	8180	18010	15310
1	0	98	2923	15480	15064
1	0	99	3746	16875	13182
1	0	100	6131	0	18
1	0	101	4897	16259	12249
1	0	102	4657	12889	12543
1	0	103	1257	13377	12989
1	0	104	486	0	559
1	0	105	4526	13783	13540
1	0	106	49	14051	13761
1	0	107	5085	0	906
1	0	108	2629	15844	13800
1	0	109	7341	0	1238
1	0	110	1912	13809	12861
1	0	111	3831	0	2921
1	0	112	6099	0	764
1	0	113	3812	13826	13660
1	0	114	1266	0	338
1	0	115	3489	18153	14614
1	0	116	8132	0	948
1	0	117	2944	0	2162
1	0	118	7600	14101	13808
1	0	119	2820	0	957
1	0	120	1177	15324	12702
1	0	121	1174	13803	11743
1	0	122	952	14436	13572
1	0	123	4954	0	30
1	0	124	2737	0	709
1	0	125	8260	0	471
1	0	126	539	15709	14615
1	0	127	6884	15722	12964
1	0	128	5913	15753	13426
1	0	129	6115	16316	14951
1	0	130	1725	0	924
1	0	131	4684	14789	13376
1	0	132	1787	16448	13971
1	0	133	204	17513	16211
1	0	134	8543	0	2091
1	0	135	7590	0	1612
1	0	136	7807	0	3026
1	0	137	1949	17331	16103
1	0	138	2971	17003	11234
1	0	139	7980	0	87
1	0	140	4003	17371	15738
1	0	141	1764	17521	16656
1	0	142	376	17467	15304
1	0	143	6610	15932	14173
1	0	144	3505	0	1786
1	0	145	5224	13313	13108
1	0	146	6093	13742	13142
1	0	147	1543	0	1114
1	0	148	6139	0	534
1	0	149	7091	15526	13637
1	0	150	7033	0	841
1	0	151	4844	14229	12355
1	0	152	569	0	114
1	0	153	3039	0	1193
1	0	154	5520	0	775
1	0	155	3997	0	2487
1	0	156	2798	0	49
1	0	157	8158	0	2910
1	0	158	3374	14691	14542
1	0	159	7570	16513	12767
1	0	160	4634	0	2530
1	0	161	3680	14806	13025
1	0	162	3987	0	3499
1	0	163	5186	13915	12692
1	0	164	1913	0	1596
1	0	165	6990	0	249
1	0	166	8475	0	2233
1	0	167	50	0	2866
1	0	168	5149	15081	12012
1	0	169	7969	16960	15315
1	0	170	7046	0	481
1	0	171	1902	0	1546
1	0	172	6543	0	1071
1	0	173	8185	0	111
1	0	174	8085	0	1562
1	0	175	2290	0	179
1	0	176	2433	17896	15867
1	0	177	5951	17400	15424
1	0	178	4198	0	1319
1	0	179	2529	17947	14945
1	0	180	3854	0	152
1	0	181	3246	15829	13579
1	0	182	193	0	819
1	0	183	3511	14235	13925
1	0	184	3699	15999	15451
1	0	185	4374	0	553
1	0	186	5126	15176	13863
1	0	187	1489	14384	13176
1	0	188	4299	17089	15889
1	0	189	126	17641	14044
1	0	190	1499	16123	15653
1	0	191	5447	15929	12918
1	0	192	962	14213	13944
1	0	193	7104	0	393
1	0	194	372	0	1131
1	0	195	5486	0	281
1	0	196	3930	0	1026
1	0	197	2200	16145	16025
1	0	198	8579	17660	15015
1	0	199	723	15280	14556
1	0	200	254	0	1066
1	0	201	6096	0	3568
1	0	202	1482	16467	14741
1	0	203	3748	0	1380
1	0	204	8006	0	844
1	0	205	8265	15263	14284
1	0	206	7932	0	1542
1	0	207	4500	0	987
1	0	208	1882	0	1790
1	0	209	489	15002	14493
1	0	210	6626	0	833
1	0	211	1001	13934	13669
1	0	212	8186	0	1504
1	0	213	4782	0	1004
1	0	214	3669	15193	14390
1	0	215	7244	15502	15093
1	0	216	575	0	3080
1	0	217	3781	0	509
1	0	218	4899	18089	15565
1	0	219	8123	16858	15105
1	0	220	1430	0	1712
1	0	221	950	0	1835
1	0	222	1778	17521	15415
1	0	223	3909	17349	14828
1	0	224	6229	14916	13092
1	0	225	2240	15969	14577
1	0	226	7181	0	3800
1	0	227	5626	0	720
1	0	228	93	0	2771
1	0	229	6927	0	240
1	0	230	7656	0	885
1	0	231	3377	0	97
1	0	232	6563	16175	14947
1	0	233	3647	0	2076
1	0	234	6595	15705	15172
1	0	235	4192	0	1207
1	0	236	4518	0	1434
1	0	237	4372	15977	13762
1	0	238	7877	0	409
1	0	239	3642	13606	13472
1	0	240	4485	15132	14332
1	0	241	6950	0	1761
1	0	242	7227	13365	12723
1	0	243	7613	0	420
1	0	244	3846	16114	15914
1	0	245	4715	0	2091
1	0	246	3640	0	2923
1	0	247	5582	0	2481
1	0	248	2675	16965	16364
1	0	249	4596	17084	13747
1	0	250	3724	17710	15470
1	0	251	4902	0	2151
1	0	252	1756	0	974
1	0	253	5252	16442	15042
1	0	254	3714	0	753
1	0	255	6026	15183	15069
1	0	256	2566	0	1656
1	0	257	7159	15978	14223
1	0	258	3378	0	42
1	0	259	3	15281	13670
1	0	260	1840	14338	14009
1	0	261	5798	0	4267
1	0	262	4293	0	2281
1	0	263	1234	15042	14245
1	0	264	6354	0	380
1	0	265	2688	0	408
1	0	266	538	16520	14593
1	0	267	5070	0	127
1	0	268	6196	0	2447
1	0	269	4109	0	2455
1	0	270	6087	14799	13037
1	0	271	4868	0	748
1	0	272	1930	15281	14868
1	0	273	6830	14979	14946
1	0	274	7405	17928	16272
1	0	275	2588	16470	13929
1	0	276	6614	14267	14190
1	0	277	1182	14849	14558
1	0	278	3251	0	1967
1	0	279	651	0	1166
1	0	280	1231	0	595
1	0	281	1809	17318	16157
1	0	282	6407	0	897
1	0	283	7631	0	2888
1	0	284	6427	0	329
1	0	285	5514	14969	11213
1	0	286	292	13541	13164
1	0	287	4695	14156	13848
1	0	288	5566	0	16
1	0	289	158	0	221
1	0	290	7021	14353	14255
1	0	291	5561	16814	13300
1	0	292	5195	14660	13658
1	0	293	77	13776	13494
1	0	294	7263	17781	14813
1	0	295	5030	0	3274
1	0	296	5164	13535	13020
1	0	297	4495	14228	13905
1	0	298	5906	16872	15063
1	0	299	2239	0	1690
1	0	300	6248	0	584
1	0	301	5773	18650	14556
1	0	302	2453	0	2355
1	0	303	2279	0	708
1	0	304	7752	0	1610
1	0	305	8285	0	592
1	0	306	4852	0	1680
1	0	307	6829	14696	13389
1	0	308	4934	13596	12680
1	0	309	7374	13229	12712
1	0	310	1680	15150	14712
1	0	311	8410	0	2265
1	0	312	3512	13004	12982
1	0	313	8534	13571	13065
1	0	314	706	0	253
1	0	315	8143	0	3039
1	0	316	1149	15619	13955
1	0	317	4014	0	3342
1	0	318	2633	0	2665
1	0	319	4618	0	902
1	0	320	4944	17197	15367
1	0	321	2471	0	1325
1	0	322	6361	14728	14699
1	0	323	6820	15789	12267
1	0	324	2650	15368	14355
1	0	325	4936	0	1110
1	0	326	626	0	3363
1	0	327	4659	15430	15326
1	0	328	3151	0	1609
1	0	329	1553	0	137
1	0	330	8529	16054	13772
1	0	331	7759	0	3917
1	0	332	7248	18217	15617
1	0	333	7826	0	3010
1	0	334	1500	0	84
1	0	335	2785	17797	13289
1	0	336	478	15512	13320
1	0	337	7348	14825	14129
1	0	338	6992	0	481
1	0	339	912	16579	14623
1	0	340	5752	15768	13885
1	0	341	2991	0	486
1	0	342	7009	14633	13119
1	0	343	7222	0	1932
1	0	344	7513	15419	14930
1	0	345	4386	0	756
1	0	346	3333	0	180
1	0	347	8372	0	4074
1	0	348	6306	0	544
1	0	349	3789	15779	14411
1	0	350	6700	14715	12869
1	0	351	5828	13698	13127
1	0	352	6029	13141	11432
1	0	353	167	13551	11699
1	0	354	6836	13520	13408
1	0	355	5219	14066	13157
1	0	356	3807	0	1620
1	0	357	3883	0	206
1	0	358	2747	15115	12605
1	0	359	2990	0	368
1	0	360	902	0	768
1	0	361	1789	16852	14735
1	0	362	669	0	1856
1	0	363	5208	15393	12793
1	0	364	3232	13917	13607
1	0	365	7953	0	102
1	0	366	1863	14167	13319
1	0	367	5198	0	910
1	0	368	5933	14833	13725
1	0	369	4654	14973	14179
1	0	370	5216	15170	13231
1	0	371	6677	0	259
1	0	372	917	16090	15394
1	0	373	2550	15875	13789
1	0	374	1708	0	1237
1	0	375	6166	0	463
1	0	376	4820	0	2401
1	0	377	5356	17849	14946
1	0	378	181	0	3279
1	0	379	2528	14009	13335
1	0	380	2233	0	1783
1	0	381	8504	0	2373
1	0	382	4587	0	574
1	0	383	4248	0	677
1	0	384	7680	17293	16552
1	0	385	6687	0	575
1	0	386	7425	17144	16763
1	0	387	7185	16893	13159
1	0	388	8007	0	1846
1	0	389	4641	0	108
1	0	390	5541	0	995
1	0	391	844	13914	12500
1	0	392	1363	0	648
1	0	393	3153	0	1085
1	0	394	5487	0	437
1	0	395	1546	13947	12208
1	0	396	2165	0	298
1	0	397	4800	17541	15469
1	0	398	3218	0	2754
1	0	399	8003	15706	14437
1	0	400	4009	0	70
1	0	401	7446	15569	15055
1	0	402	6013	0	3350
1	0	403	7189	0	509
1	0	404	1679	15690	13968
1	0	405	638	15669	15211
1	0	406	2735	0	1691
1	0	407	3594	0	1200
1	0	408	8387	14355	12486
1	0	409	828	0	5886
1	0	410	2646	0	833
1	0	411	6243	0	1269
1	0	412	3635	16648	14329
1	0	413	3214	0	4141
1	0	414	1181	0	309
1	0	415	8457	16160	14783
1	0	416	4881	17758	14632
1	0	417	301	18333	13037
1	0	418	5270	14082	9435
1	0	419	5491	0	585
1	0	420	3485	0	492
1	0	421	686	0	187
1	0	422	7120	15178	13725
1	0	423	4310	15219	14899
