1	16994	m54316_180808_005743/32768986/ccs
2	15174	m54316_180808_005743/13566505/ccs
3	14031	m54316_180808_005743/41353283/ccs
4	15281	m54316_180808_005743/15204578/ccs
5	13870	m54316_180808_005743/38994540/ccs
6	13817	m54316_180808_005743/28967449/ccs
7	14703	m54316_180808_005743/29295275/ccs
8	14962	m54316_180808_005743/28050220/ccs
9	13459	m54316_180808_005743/35455248/ccs
10	13377	m54316_180808_005743/63701654/ccs
11	16585	m54316_180808_005743/38929297/ccs
12	15375	m54316_180808_005743/38535749/ccs
13	14298	m54316_180808_005743/71106997/ccs
14	15504	m54316_180808_005743/13828832/ccs
15	14849	m54316_180808_005743/51512088/ccs
16	13947	m54316_180808_005743/25035079/ccs
17	14605	m54316_180808_005743/45023756/ccs
18	13729	m54316_180808_005743/29491904/ccs
19	16030	m54316_180808_005743/56754772/ccs
20	16814	m54316_180808_005743/28115029/ccs
21	15789	m54316_180808_005743/19006005/ccs
22	13573	m54316_180808_005743/52822747/ccs
23	13787	m54316_180808_005743/35390228/ccs
24	14269	m54316_180808_005743/28246750/ccs
25	16280	m54316_180808_005743/15401453/ccs
26	15097	m54316_180808_005743/26476843/ccs
27	15698	m54316_180808_005743/61014914/ccs
28	14929	m54316_180808_005743/57999458/ccs
29	16505	m54316_180808_005743/71697002/ccs
30	14028	m54316_180808_005743/15074190/ccs
31	15370	m54316_180808_005743/57279111/ccs
32	10043	m54316_180808_005743/18940435/ccs
33	13929	m54316_180808_005743/67699046/ccs
34	13376	m54316_180808_005743/63373820/ccs
35	15783	m54316_180808_005743/59179692/ccs
36	14799	m54316_180808_005743/49218352/ccs
37	16093	m54316_180808_005743/22741454/ccs
38	15742	m54316_180808_005743/31457492/ccs
39	16019	m54316_180808_005743/54657119/ccs
40	13270	m54316_180808_005743/41354142/ccs
41	13608	m54316_180808_005743/18284835/ccs
42	15655	m54316_180808_005743/18547055/ccs
43	14600	m54316_180808_005743/72483660/ccs
44	14396	m54316_180808_005743/70255264/ccs
45	14716	m54316_180808_005743/69206240/ccs
46	13567	m54316_180808_005743/57410114/ccs
47	14767	m54316_180808_005743/65339782/ccs
48	13868	m54316_180808_005743/22806855/ccs
49	16084	m54316_180808_005743/39125565/ccs
50	14051	m54316_180808_005743/60228169/ccs
51	16680	m54316_180808_005743/17039476/ccs
52	14335	m54316_180808_005743/14156168/ccs
53	13583	m54316_180808_005743/59441622/ccs
54	14697	m54316_180808_005743/51315180/ccs
55	14936	m54316_180808_005743/50266735/ccs
56	14622	m54316_180808_005743/23921112/ccs
57	13693	m54316_180808_005743/74056082/ccs
58	16278	m54316_180808_005743/19464453/ccs
59	15729	m54316_180808_005743/19268339/ccs
60	4723	m54316_180808_005743/65732733/ccs
61	13780	m54316_180808_005743/30409658/ccs
62	13268	m54316_180808_005743/33817201/ccs
63	13038	m54316_180808_005743/33685731/ccs
64	14538	m54316_180808_005743/49152790/ccs
65	15363	m54316_180808_005743/24379839/ccs
66	13599	m54316_180808_005743/53084747/ccs
67	14344	m54316_180808_005743/20971900/ccs
68	15676	m54316_180808_005743/56558477/ccs
69	14912	m54316_180808_005743/36373218/ccs
70	14344	m54316_180808_005743/58458509/ccs
71	12823	m54316_180808_005743/42074257/ccs
72	13361	m54316_180808_005743/22086307/ccs
73	15856	m54316_180808_005743/23265385/ccs
74	14568	m54316_180808_005743/22020886/ccs
75	14755	m54316_180808_005743/42270931/ccs
76	13710	m54316_180808_005743/27984201/ccs
77	14118	m54316_180808_005743/61866640/ccs
78	13776	m54316_180808_005743/51118881/ccs
79	14162	m54316_180808_005743/22086620/ccs
80	15544	m54316_180808_005743/16515417/ccs
81	14300	m54316_180808_005743/20120010/ccs
82	15573	m54316_180808_005743/19136651/ccs
83	14324	m54316_180808_005743/63176895/ccs
84	14272	m54316_180808_005743/55313113/ccs
85	14270	m54316_180808_005743/51970626/ccs
86	17192	m54316_180808_005743/36176801/ccs
87	14614	m54316_180808_005743/59113966/ccs
88	14017	m54316_180808_005743/51773906/ccs
89	13146	m54316_180808_005743/65143781/ccs
90	15324	m54316_180808_005743/36438618/ccs
91	14285	m54316_180808_005743/67568331/ccs
92	15784	m54316_180808_005743/25821578/ccs
93	17823	m54316_180808_005743/52953650/ccs
94	18162	m54316_180808_005743/34341801/ccs
95	13524	m54316_180808_005743/55640853/ccs
96	14630	m54316_180808_005743/72810811/ccs
97	13632	m54316_180808_005743/55902297/ccs
98	12611	m54316_180808_005743/74711321/ccs
99	14779	m54316_180808_005743/47120556/ccs
100	15898	m54316_180808_005743/42008820/ccs
101	15365	m54316_180808_005743/55575117/ccs
102	14471	m54316_180808_005743/55706283/ccs
103	14574	m54316_180808_005743/61866098/ccs
104	13411	m54316_180808_005743/16319044/ccs
105	14418	m54316_180808_005743/61866092/ccs
106	13840	m54316_180808_005743/44368706/ccs
107	14711	m54316_180808_005743/41616171/ccs
108	15212	m54316_180808_005743/33358693/ccs
109	13893	m54316_180808_005743/56427448/ccs
110	14922	m54316_180808_005743/29426541/ccs
111	13592	m54316_180808_005743/31064370/ccs
112	16057	m54316_180808_005743/71893240/ccs
113	13688	m54316_180808_005743/58131359/ccs
114	14711	m54316_180808_005743/42926998/ccs
115	12830	m54316_180808_005743/67371169/ccs
116	16190	m54316_180808_005743/72876678/ccs
117	15472	m54316_180808_005743/42205566/ccs
118	13561	m54316_180808_005743/17761123/ccs
119	13598	m54316_180808_005743/29688804/ccs
120	13861	m54316_180808_005743/63439638/ccs
121	14193	m54316_180808_005743/61604632/ccs
122	15073	m54316_180808_005743/27918919/ccs
123	14620	m54316_180808_005743/17105150/ccs
124	13713	m54316_180808_005743/42599191/ccs
125	14984	m54316_180808_005743/38601439/ccs
126	14935	m54316_180808_005743/70386612/ccs
127	17641	m54316_180808_005743/41484416/ccs
128	13825	m54316_180808_005743/25690594/ccs
129	14305	m54316_180808_005743/28246780/ccs
130	14994	m54316_180808_005743/37683992/ccs
131	15068	m54316_180808_005743/19006430/ccs
132	13484	m54316_180808_005743/14352753/ccs
133	16521	m54316_180808_005743/18547597/ccs
134	15695	m54316_180808_005743/41485115/ccs
135	17828	m54316_180808_005743/27066957/ccs
136	16156	m54316_180808_005743/16908494/ccs
137	13825	m54316_180808_005743/14090456/ccs
138	15546	m54316_180808_005743/66257703/ccs
139	14341	m54316_180808_005743/46924487/ccs
140	14292	m54316_180808_005743/60031220/ccs
141	13477	m54316_180808_005743/39256334/ccs
142	15405	m54316_180808_005743/19661113/ccs
143	16017	m54316_180808_005743/18743765/ccs
144	16767	m54316_180808_005743/40043322/ccs
145	14500	m54316_180808_005743/16122016/ccs
146	14573	m54316_180808_005743/71959326/ccs
147	15098	m54316_180808_005743/27919301/ccs
148	13380	m54316_180808_005743/70910527/ccs
149	13189	m54316_180808_005743/32637451/ccs
150	15499	m54316_180808_005743/26739415/ccs
151	13207	m54316_180808_005743/22217303/ccs
152	13581	m54316_180808_005743/22938433/ccs
153	15717	m54316_180808_005743/46793645/ccs
154	14375	m54316_180808_005743/63374052/ccs
155	17333	m54316_180808_005743/42533109/ccs
156	13773	m54316_180808_005743/69075912/ccs
157	15257	m54316_180808_005743/17826788/ccs
158	14129	m54316_180808_005743/57606261/ccs
159	14308	m54316_180808_005743/17760873/ccs
160	16532	m54316_180808_005743/51643212/ccs
161	13435	m54316_180808_005743/31785548/ccs
162	12983	m54316_180808_005743/46596956/ccs
163	14170	m54316_180808_005743/31392251/ccs
164	17792	m54316_180808_005743/71959096/ccs
165	14706	m54316_180808_005743/53346460/ccs
166	14028	m54316_180808_005743/64684515/ccs
167	14140	m54316_180808_005743/28377676/ccs
168	13551	m54316_180808_005743/58459100/ccs
169	13532	m54316_180808_005743/51708146/ccs
170	17162	m54316_180808_005743/45417351/ccs
171	13362	m54316_180808_005743/26608081/ccs
172	13794	m54316_180808_005743/47252088/ccs
173	16966	m54316_180808_005743/50135249/ccs
174	16843	m54316_180808_005743/33358764/ccs
175	13492	m54316_180808_005743/23855778/ccs
176	13341	m54316_180808_005743/45548017/ccs
177	14669	m54316_180808_005743/66716080/ccs
178	15322	m54316_180808_005743/69338003/ccs
179	16801	m54316_180808_005743/67109250/ccs
180	14340	m54316_180808_005743/42402061/ccs
181	13398	m54316_180808_005743/31654820/ccs
182	15160	m54316_180808_005743/57213515/ccs
183	13765	m54316_180808_005743/35062158/ccs
184	12933	m54316_180808_005743/51380375/ccs
185	15994	m54316_180808_005743/49414624/ccs
186	16752	m54316_180808_005743/74318769/ccs
187	13848	m54316_180808_005743/46596793/ccs
188	13390	m54316_180808_005743/20972059/ccs
189	15292	m54316_180808_005743/61407670/ccs
190	14832	m54316_180808_005743/52691453/ccs
191	14954	m54316_180808_005743/27067232/ccs
192	14042	m54316_180808_005743/61276422/ccs
193	12934	m54316_180808_005743/65405139/ccs
194	15046	m54316_180808_005743/53281246/ccs
195	12737	m54316_180808_005743/38797498/ccs
196	13084	m54316_180808_005743/39322182/ccs
197	13658	m54316_180808_005743/37683662/ccs
198	13919	m54316_180808_005743/15991333/ccs
199	13385	m54316_180808_005743/35259180/ccs
200	16962	m54316_180808_005743/43582279/ccs
201	13824	m54316_180808_005743/27525899/ccs
202	13029	m54316_180808_005743/34407082/ccs
203	15704	m54316_180808_005743/42271013/ccs
204	14752	m54316_180808_005743/42926359/ccs
205	17513	m54316_180808_005743/18612819/ccs
206	13562	m54316_180808_005743/45613628/ccs
207	13943	m54316_180808_005743/26804846/ccs
208	13686	m54316_180808_005743/55443747/ccs
209	14524	m54316_180808_005743/24183643/ccs
210	14098	m54316_180808_005743/43385141/ccs
211	13202	m54316_180808_005743/71172876/ccs
212	13911	m54316_180808_005743/39715767/ccs
213	13625	m54316_180808_005743/59245191/ccs
214	12990	m54316_180808_005743/50791307/ccs
215	13037	m54316_180808_005743/44106418/ccs
216	14707	m54316_180808_005743/41747351/ccs
217	14231	m54316_180808_005743/21365605/ccs
218	13462	m54316_180808_005743/14811982/ccs
219	14622	m54316_180808_005743/18154244/ccs
220	13263	m54316_180808_005743/44695897/ccs
221	13231	m54316_180808_005743/47710842/ccs
222	14502	m54316_180808_005743/25101257/ccs
223	13700	m54316_180808_005743/61211102/ccs
224	13267	m54316_180808_005743/26673998/ccs
225	14896	m54316_180808_005743/22413911/ccs
226	15280	m54316_180808_005743/72417753/ccs
227	14402	m54316_180808_005743/55312883/ccs
228	15014	m54316_180808_005743/20054488/ccs
229	14928	m54316_180808_005743/60686539/ccs
230	15471	m54316_180808_005743/63046066/ccs
231	14062	m54316_180808_005743/54919409/ccs
232	13424	m54316_180808_005743/21431108/ccs
233	16748	m54316_180808_005743/59835156/ccs
234	15324	m54316_180808_005743/24510684/ccs
235	13361	m54316_180808_005743/25821890/ccs
236	14658	m54316_180808_005743/31195861/ccs
237	14852	m54316_180808_005743/62194365/ccs
238	15712	m54316_180808_005743/74056566/ccs
239	13837	m54316_180808_005743/54001825/ccs
240	17456	m54316_180808_005743/18875355/ccs
241	13851	m54316_180808_005743/52691524/ccs
242	14897	m54316_180808_005743/67633668/ccs
243	15017	m54316_180808_005743/27395051/ccs
244	14142	m54316_180808_005743/57606217/ccs
245	14074	m54316_180808_005743/28574194/ccs
246	13519	m54316_180808_005743/36766483/ccs
247	13410	m54316_180808_005743/62325491/ccs
248	13072	m54316_180808_005743/51839599/ccs
249	13054	m54316_180808_005743/69731012/ccs
250	15644	m54316_180808_005743/25166560/ccs
251	17218	m54316_180808_005743/64487906/ccs
252	15040	m54316_180808_005743/42861250/ccs
253	14873	m54316_180808_005743/28049507/ccs
254	15425	m54316_180808_005743/70451531/ccs
255	15842	m54316_180808_005743/24576759/ccs
256	13078	m54316_180808_005743/32572211/ccs
257	13639	m54316_180808_005743/39387531/ccs
258	14154	m54316_180808_005743/73400788/ccs
259	12868	m54316_180808_005743/71958888/ccs
260	13493	m54316_180808_005743/20054115/ccs
261	15539	m54316_180808_005743/58392665/ccs
262	14078	m54316_180808_005743/39256681/ccs
263	13960	m54316_180808_005743/28180953/ccs
264	14224	m54316_180808_005743/24641661/ccs
265	13525	m54316_180808_005743/66322623/ccs
266	15948	m54316_180808_005743/17563730/ccs
267	14440	m54316_180808_005743/30277782/ccs
268	13632	m54316_180808_005743/47579571/ccs
269	13796	m54316_180808_005743/24904272/ccs
270	14150	m54316_180808_005743/25428510/ccs
271	13873	m54316_180808_005743/13959515/ccs
272	13546	m54316_180808_005743/38601675/ccs
273	14313	m54316_180808_005743/23855431/ccs
274	13441	m54316_180808_005743/16974562/ccs
275	14437	m54316_180808_005743/25362996/ccs
276	12856	m54316_180808_005743/47317579/ccs
277	15871	m54316_180808_005743/64225538/ccs
278	15462	m54316_180808_005743/32375225/ccs
279	15749	m54316_180808_005743/53543738/ccs
280	15180	m54316_180808_005743/44105906/ccs
281	13989	m54316_180808_005743/32375720/ccs
282	15608	m54316_180808_005743/61997686/ccs
283	15413	m54316_180808_005743/53870679/ccs
284	14880	m54316_180808_005743/71434506/ccs
285	13341	m54316_180808_005743/48103839/ccs
286	13547	m54316_180808_005743/18678300/ccs
287	14007	m54316_180808_005743/64160654/ccs
288	16832	m54316_180808_005743/26738872/ccs
289	17152	m54316_180808_005743/49021637/ccs
290	16782	m54316_180808_005743/42337105/ccs
291	15241	m54316_180808_005743/27853289/ccs
292	13645	m54316_180808_005743/40698146/ccs
293	13541	m54316_180808_005743/52888447/ccs
294	13229	m54316_180808_005743/50331892/ccs
295	13250	m54316_180808_005743/71696829/ccs
296	13280	m54316_180808_005743/30998776/ccs
297	13422	m54316_180808_005743/44958270/ccs
298	4487	m54316_180808_005743/68223423/ccs
299	13959	m54316_180808_005743/46400013/ccs
300	15973	m54316_180808_005743/72024950/ccs
301	17348	m54316_180808_005743/48890068/ccs
302	18333	m54316_180808_005743/22413793/ccs
303	13415	m54316_180808_005743/59442143/ccs
304	14371	m54316_180808_005743/60228483/ccs
305	13704	m54316_180808_005743/35127536/ccs
306	13717	m54316_180808_005743/48758848/ccs
307	13746	m54316_180808_005743/20120101/ccs
308	16015	m54316_180808_005743/65340382/ccs
309	12718	m54316_180808_005743/69534570/ccs
310	13516	m54316_180808_005743/61539145/ccs
311	15731	m54316_180808_005743/42861172/ccs
312	14774	m54316_180808_005743/55575096/ccs
313	13724	m54316_180808_005743/65405381/ccs
314	14866	m54316_180808_005743/19334079/ccs
315	18577	m54316_180808_005743/27656985/ccs
316	13350	m54316_180808_005743/17892181/ccs
317	16568	m54316_180808_005743/22545320/ccs
318	15616	m54316_180808_005743/43058130/ccs
319	15258	m54316_180808_005743/60490229/ccs
320	13660	m54316_180808_005743/25494045/ccs
321	13755	m54316_180808_005743/20579132/ccs
322	13226	m54316_180808_005743/24379981/ccs
323	14892	m54316_180808_005743/63570836/ccs
324	15951	m54316_180808_005743/65011970/ccs
325	15659	m54316_180808_005743/70058420/ccs
326	13994	m54316_180808_005743/49610877/ccs
327	15886	m54316_180808_005743/73204058/ccs
328	14156	m54316_180808_005743/23986693/ccs
329	14819	m54316_180808_005743/31523282/ccs
330	14696	m54316_180808_005743/62587109/ccs
331	15381	m54316_180808_005743/63439591/ccs
332	14626	m54316_180808_005743/26870016/ccs
333	15977	m54316_180808_005743/52036500/ccs
334	14773	m54316_180808_005743/65143213/ccs
335	13226	m54316_180808_005743/59769492/ccs
336	13320	m54316_180808_005743/17957057/ccs
337	13444	m54316_180808_005743/37880532/ccs
338	13586	m54316_180808_005743/24642186/ccs
339	13492	m54316_180808_005743/16515810/ccs
340	14181	m54316_180808_005743/61800876/ccs
341	16263	m54316_180808_005743/19268571/ccs
342	17438	m54316_180808_005743/25166395/ccs
343	16548	m54316_180808_005743/20775046/ccs
344	14502	m54316_180808_005743/29688753/ccs
345	17042	m54316_180808_005743/22216774/ccs
346	12534	m54316_180808_005743/62849315/ccs
347	15998	m54316_180808_005743/20382260/ccs
348	14510	m54316_180808_005743/26280067/ccs
349	14547	m54316_180808_005743/14287691/ccs
350	15953	m54316_180808_005743/44827524/ccs
351	17289	m54316_180808_005743/63964049/ccs
352	12895	m54316_180808_005743/14287173/ccs
353	13603	m54316_180808_005743/68419810/ccs
354	14049	m54316_180808_005743/20054530/ccs
355	14758	m54316_180808_005743/58786320/ccs
356	13556	m54316_180808_005743/14418551/ccs
357	13108	m54316_180808_005743/66716058/ccs
358	14609	m54316_180808_005743/55116749/ccs
359	14390	m54316_180808_005743/36503956/ccs
360	14553	m54316_180808_005743/44434416/ccs
361	16500	m54316_180808_005743/30278619/ccs
362	13958	m54316_180808_005743/51184379/ccs
363	16621	m54316_180808_005743/39912112/ccs
364	13719	m54316_180808_005743/40174372/ccs
365	15371	m54316_180808_005743/70779878/ccs
366	13820	m54316_180808_005743/26411307/ccs
367	16368	m54316_180808_005743/42009004/ccs
368	15489	m54316_180808_005743/53739919/ccs
369	12895	m54316_180808_005743/21495899/ccs
370	15509	m54316_180808_005743/37225146/ccs
371	14925	m54316_180808_005743/26476619/ccs
372	14395	m54316_180808_005743/42009493/ccs
373	14579	m54316_180808_005743/21037887/ccs
374	13730	m54316_180808_005743/52822815/ccs
375	15157	m54316_180808_005743/49480082/ccs
376	12839	m54316_180808_005743/73990465/ccs
377	17467	m54316_180808_005743/47775928/ccs
378	16283	m54316_180808_005743/28771107/ccs
379	15446	m54316_180808_005743/20906268/ccs
380	13959	m54316_180808_005743/30408995/ccs
381	13808	m54316_180808_005743/73007907/ccs
382	13348	m54316_180808_005743/16778165/ccs
383	14362	m54316_180808_005743/35783580/ccs
384	14474	m54316_180808_005743/70582687/ccs
385	17849	m54316_180808_005743/44368084/ccs
386	15476	m54316_180808_005743/61800582/ccs
387	14043	m54316_180808_005743/16842964/ccs
388	13998	m54316_180808_005743/17957822/ccs
389	14359	m54316_180808_005743/69927818/ccs
390	16282	m54316_180808_005743/53739727/ccs
391	14258	m54316_180808_005743/22151412/ccs
392	13762	m54316_180808_005743/23135207/ccs
393	14944	m54316_180808_005743/63177410/ccs
394	14652	m54316_180808_005743/61670113/ccs
395	13294	m54316_180808_005743/61997555/ccs
396	14339	m54316_180808_005743/71238418/ccs
397	15108	m54316_180808_005743/40960851/ccs
398	13645	m54316_180808_005743/73597454/ccs
399	13542	m54316_180808_005743/17760427/ccs
400	14795	m54316_180808_005743/58130916/ccs
401	14736	m54316_180808_005743/34276038/ccs
402	13656	m54316_180808_005743/49348731/ccs
403	14690	m54316_180808_005743/18613215/ccs
404	15133	m54316_180808_005743/70255368/ccs
405	14781	m54316_180808_005743/71631737/ccs
406	15983	m54316_180808_005743/74253036/ccs
407	15930	m54316_180808_005743/14615398/ccs
408	16602	m54316_180808_005743/14352597/ccs
409	13581	m54316_180808_005743/42271538/ccs
410	15376	m54316_180808_005743/57737642/ccs
411	12519	m54316_180808_005743/34734636/ccs
412	14301	m54316_180808_005743/49742596/ccs
413	13640	m54316_180808_005743/58196361/ccs
414	13580	m54316_180808_005743/39387425/ccs
415	13330	m54316_180808_005743/48366311/ccs
416	15032	m54316_180808_005743/49415141/ccs
417	13432	m54316_180808_005743/30277926/ccs
418	16901	m54316_180808_005743/50332191/ccs
419	13482	m54316_180808_005743/35717937/ccs
420	14631	m54316_180808_005743/53215305/ccs
421	13071	m54316_180808_005743/46858425/ccs
422	13294	m54316_180808_005743/13828897/ccs
423	15802	m54316_180808_005743/65536162/ccs
424	13659	m54316_180808_005743/45613733/ccs
425	16161	m54316_180808_005743/24576107/ccs
426	17122	m54316_180808_005743/31785560/ccs
427	15873	m54316_180808_005743/30147297/ccs
428	13603	m54316_180808_005743/34472685/ccs
429	14508	m54316_180808_005743/39846654/ccs
430	13576	m54316_180808_005743/74449286/ccs
431	16669	m54316_180808_005743/17368025/ccs
432	16448	m54316_180808_005743/43516551/ccs
433	15580	m54316_180808_005743/17367128/ccs
434	14639	m54316_180808_005743/67371458/ccs
435	16138	m54316_180808_005743/65667319/ccs
436	15316	m54316_180808_005743/20971699/ccs
437	13683	m54316_180808_005743/39060036/ccs
438	14999	m54316_180808_005743/16187840/ccs
