1	2
2	0
3	1
4	2
5	3
6	4
7	5
8	6
9	7
10	8
11	9
12	10
13	11
14	12
15	13
16	14
17	9
18	15
19	9
20	16
21	17
22	18
23	19
24	20
25	9
26	21
27	9
28	22
29	23
30	24
31	9
32	25
33	26
34	27
35	28
36	29
37	17
38	30
39	9
40	31
41	32
42	9
43	33
44	23
45	17
46	34
47	2
48	9
49	35
50	2
51	2
52	36
53	37
54	38
55	39
56	40
57	41
58	66
59	41
60	42
61	43
62	17
63	44
64	45
65	46
66	47
67	48
68	49
69	50
70	51
71	52
72	53
73	9
74	2
75	54
76	55
77	41
78	2
79	56
80	57
81	58
82	41
83	59
84	60
85	9
86	9
87	61
88	62
89	63
90	16
91	64
92	65
93	66
94	2
95	67
96	9
97	68
98	69
99	2
100	41
101	23
102	70
103	9
104	71
105	72
106	73
107	74
108	75
109	76
110	23
111	77
112	17
113	78
114	9
115	79
116	9
117	836
118	80
119	81
120	82
121	83
122	84
123	9
124	85
125	9
126	9
127	2
128	86
129	87
130	2
131	16
132	88
133	2
134	9
135	17
136	23
137	89
138	90
139	91
140	9
141	92
142	9
143	93
144	94
145	95
146	2
147	17
148	96
149	97
150	98
151	99
152	100
153	2
154	9
155	101
156	102
157	103
158	41
159	2
160	41
161	104
162	105
163	106
164	9
165	107
166	108
167	109
168	2
169	110
170	2
171	111
172	112
173	9
174	41
175	113
176	114
177	41
178	115
179	9
180	116
181	117
182	2
183	118
184	119
185	120
186	121
187	122
188	123
189	41
190	9
191	124
192	125
193	126
194	2
195	127
196	128
197	41
198	129
199	130
200	2
201	131
202	132
203	23
204	836
205	2
206	133
207	134
208	135
209	136
210	137
211	138
212	9
213	139
214	140
215	141
216	23
217	142
218	101
219	143
220	144
221	145
222	9
223	146
224	147
225	148
226	149
227	150
228	151
229	9
230	23
231	152
232	153
233	9
234	2
235	154
236	9
237	9
238	155
239	156
240	9
241	157
242	158
243	17
244	159
245	160
246	161
247	162
248	9
249	163
250	9
251	17
252	164
253	165
254	166
255	2
256	167
257	168
258	169
259	170
260	171
261	23
262	9
263	172
264	173
265	174
266	175
267	176
268	177
269	178
270	179
271	180
272	9
273	2
274	181
275	17
276	182
277	23
278	183
279	9
280	41
281	101
282	84
283	9
284	101
285	184
286	185
287	186
288	17
289	16
290	9
291	187
292	188
293	2
294	189
295	190
296	191
297	192
298	193
299	194
300	41
301	9
302	2
303	195
304	196
305	197
306	198
307	199
308	200
309	201
310	202
311	203
312	204
313	2
314	205
315	9
316	206
317	9
318	23
319	207
320	208
321	209
322	210
323	9
324	17
325	23
326	211
327	212
328	213
329	214
330	215
331	17
332	216
333	217
334	23
335	218
336	219
337	220
338	221
339	222
340	101
341	223
342	17
343	2
344	9
345	2
346	224
347	225
348	226
349	9
350	227
351	23
352	228
353	229
354	230
355	23
356	231
357	232
358	23
359	233
360	234
361	23
362	235
363	17
364	236
365	9
366	237
367	101
368	238
369	239
370	9
371	240
372	241
373	2
374	242
375	243
376	244
377	2
378	9
379	245
380	9
381	246
382	247
383	248
384	9
385	84
386	249
387	250
388	17
389	9
390	251
391	252
392	253
393	254
394	9
395	255
396	256
397	17
398	257
399	101
400	258
401	66
402	9
403	259
404	9
405	260
406	23
407	23
408	2
409	261
410	9
411	262
412	263
413	264
414	265
415	266
416	2
417	267
418	2
419	268
420	269
421	270
422	271
423	272
424	273
425	9
426	2
427	2
428	274
429	275
430	276
431	2
432	2
433	17
434	9
435	9
436	277
437	17
438	278
439	279
440	9
441	280
442	2
443	281
444	282
445	283
446	23
447	284
448	285
449	23
450	286
451	287
452	17
453	23
454	288
455	84
456	2
457	289
458	290
459	291
460	292
461	293
462	294
463	295
464	296
465	2
466	41
467	297
468	9
469	298
470	299
471	300
472	2
473	301
474	302
475	303
476	304
477	23
478	305
479	2
480	2
481	306
482	307
483	308
484	309
485	310
486	311
487	2
488	312
489	9
490	2
491	313
492	314
493	101
494	315
495	316
496	23
497	317
498	2
499	318
500	319
501	320
502	321
503	9
504	322
505	323
506	324
507	325
508	326
509	327
510	328
511	329
512	16
513	330
514	331
515	23
516	9
517	332
518	9
519	9
520	17
521	333
522	334
523	335
524	336
525	41
526	9
527	23
528	337
529	338
530	339
531	340
532	84
533	341
534	342
535	101
536	343
537	344
538	345
539	2
540	2
541	346
542	347
543	23
544	23
545	348
546	349
547	350
548	351
549	9
550	66
551	352
552	353
553	9
554	354
555	101
556	355
557	356
558	357
559	358
560	9
561	359
562	360
563	9
564	361
565	362
566	9
567	363
568	364
569	23
570	2
571	365
572	366
573	367
574	368
575	369
576	2
577	2
578	370
579	371
580	66
581	372
582	373
583	374
584	9
585	375
586	376
587	377
588	378
589	379
590	9
591	9
592	380
593	381
594	382
595	383
596	384
597	385
598	386
599	387
600	16
601	388
602	389
603	390
604	391
605	9
606	392
607	393
608	394
609	2
610	395
611	396
612	397
613	101
614	17
615	2
616	398
617	17
618	399
619	400
620	401
621	402
622	2
623	23
624	403
625	404
626	405
627	2
628	406
629	2
630	407
631	9
632	23
633	9
634	41
635	408
636	409
637	2
638	410
639	2
640	411
641	2
642	9
643	412
644	413
645	414
646	23
647	415
648	416
649	17
650	417
651	418
652	2
653	419
654	420
655	421
656	422
657	423
658	424
659	425
660	426
661	9
662	2
663	427
664	428
665	429
666	430
667	101
668	23
669	9
670	2
671	431
672	432
673	9
674	433
675	9
676	434
677	435
678	9
679	9
680	436
681	437
682	438
683	41
684	439
685	440
686	441
687	2
688	442
689	443
690	9
691	444
692	23
693	445
694	9
695	446
696	447
697	23
698	448
699	449
700	450
701	451
702	452
703	453
704	454
705	17
706	455
707	2
708	17
709	456
710	457
711	458
712	16
713	101
714	459
715	460
716	23
717	461
718	9
719	462
720	463
721	464
722	101
723	9
724	2
725	23
726	465
727	2
728	17
729	101
730	466
731	467
732	468
733	469
734	9
735	470
736	471
737	472
738	9
739	473
740	9
741	474
742	475
743	476
744	477
745	41
746	478
747	479
748	480
749	481
750	2
751	482
752	483
753	484
754	485
755	486
756	487
757	41
758	41
759	488
760	17
761	489
762	2
763	490
764	491
765	492
766	493
767	23
768	17
769	494
770	495
771	496
772	101
773	497
774	498
775	499
776	9
777	500
778	9
779	501
780	502
781	503
782	9
783	504
784	505
785	506
786	507
787	101
788	17
789	508
790	17
791	9
792	509
793	510
794	511
795	512
796	9
797	513
798	514
799	515
800	516
801	23
802	517
803	518
804	2
805	519
806	520
807	2
808	521
809	522
810	23
811	523
812	524
813	525
814	526
815	527
816	9
817	2
818	9
819	528
820	529
821	23
822	530
823	531
824	532
825	533
826	534
827	535
828	536
829	2
830	41
831	537
832	9
833	538
834	539
835	540
836	101
837	541
838	9
839	41
840	542
841	543
842	544
843	545
844	2
845	2
846	546
847	547
848	2
849	23
850	2
851	548
852	23
853	23
854	549
855	550
856	551
857	84
858	16
859	552
860	553
861	9
862	554
863	23
864	555
865	556
866	9
867	557
868	558
869	9
870	559
871	560
872	561
873	562
874	563
875	564
876	565
877	566
878	567
879	568
880	569
881	84
882	570
883	571
884	9
885	572
886	573
887	574
888	575
889	576
890	2
891	577
892	101
893	17
894	578
895	16
896	579
897	17
898	580
899	581
900	582
901	2
902	9
903	2
904	583
905	584
906	585
907	586
908	587
909	588
910	589
911	590
912	9
913	2
914	16
915	591
916	592
917	593
918	2
919	9
920	594
921	595
922	596
923	597
924	9
925	598
926	599
927	600
928	601
929	602
930	603
931	604
932	16
933	2
934	9
935	16
936	605
937	606
938	2
939	2
940	607
941	17
942	608
943	609
944	9
945	610
946	611
947	612
948	16
949	613
950	614
951	2
952	23
953	2
954	615
955	616
956	617
957	618
958	619
959	620
960	621
961	622
962	9
963	2
964	623
965	624
966	9
967	9
968	2
969	625
970	626
971	627
972	628
973	2
974	629
975	630
976	23
977	631
978	2
979	632
980	633
981	634
982	635
983	9
984	636
985	637
986	638
987	639
988	9
989	640
990	641
991	642
992	23
993	9
994	17
995	643
996	644
997	645
998	646
999	647
1000	17
1001	648
1002	2
1003	17
1004	2
1005	649
1006	2
1007	650
1008	41
1009	651
1010	652
1011	653
1012	654
1013	655
1014	656
1015	657
1016	658
1017	9
1018	9
1019	659
1020	660
1021	661
1022	662
1023	9
1024	663
1025	23
1026	2
1027	23
1028	9
1029	664
1030	41
1031	101
1032	9
1033	665
1034	666
1035	667
1036	668
1037	669
1038	670
1039	671
1040	672
1041	673
1042	674
1043	84
1044	675
1045	9
1046	676
1047	677
1048	678
1049	679
1050	2
1051	2
1052	680
1053	681
1054	682
1055	9
1056	9
1057	683
1058	9
1059	684
1060	685
1061	686
1062	2
1063	687
1064	688
1065	689
1066	23
1067	690
1068	2
1069	691
1070	692
1071	2
1072	693
1073	694
1074	9
1075	695
1076	9
1077	696
1078	697
1079	698
1080	23
1081	9
1082	16
1083	699
1084	700
1085	701
1086	23
1087	702
1088	703
1089	704
1090	705
1091	706
1092	707
1093	708
1094	709
1095	710
1096	711
1097	9
1098	9
1099	9
1100	712
1101	713
1102	23
1103	714
1104	17
1105	715
1106	716
1107	717
1108	718
1109	9
1110	719
1111	720
1112	101
1113	721
1114	722
1115	9
1116	9
1117	2
1118	723
1119	724
1120	725
1121	726
1122	727
1123	728
1124	729
1125	730
1126	731
1127	732
1128	733
1129	2
1130	734
1131	735
1132	736
1133	737
1134	738
1135	739
1136	740
1137	741
1138	742
1139	9
1140	2
1141	743
1142	2
1143	744
1144	9
1145	16
1146	745
1147	746
1148	9
1149	747
1150	2
1151	748
1152	101
1153	749
1154	750
1155	2
1156	751
1157	9
1158	752
1159	753
1160	754
1161	16
1162	9
1163	17
1164	9
1165	755
1166	23
1167	41
1168	756
1169	84
1170	9
1171	101
1172	757
1173	758
1174	759
1175	2
1176	760
1177	9
1178	2
1179	761
1180	762
1181	2
1182	2
1183	2
1184	763
1185	764
1186	765
1187	766
1188	9
1189	767
1190	768
1191	769
1192	2
1193	770
1194	771
1195	772
1196	773
1197	774
1198	775
1199	776
1200	777
1201	778
1202	779
1203	9
1204	780
1205	781
1206	17
1207	9
1208	782
1209	783
1210	784
1211	785
1212	786
1213	2
1214	2
1215	787
1216	788
1217	789
1218	790
1219	791
1220	9
